city,neighborhood,apartment_price_sqm,villa_price_sqm,ipai_apartment,ipai_villa
kenitra,Kénitra,6734.0,10771.0,107.4,106.2
kenitra,Oued El Makhazine,6721.0,,107.4,106.2
kenitra,Mehdya,5737.0,8474.0,107.4,106.2
kenitra,Souk El Arbaa,5101.0,,107.4,106.2
kenitra,Bir Rami Est,8418.0,6758.0,107.4,106.2
kenitra,Lotissement Nouveau,8311.0,,107.4,106.2
kenitra,Maamora,8248.0,5860.0,107.4,106.2
kenitra,Mimosa,8046.0,,107.4,106.2
kenitra,Moutanabi,8018.0,,107.4,106.2
kenitra,Ville Haute,7803.0,13437.0,107.4,106.2
kenitra,Mehdia,7237.0,7555.0,107.4,106.2
kenitra,El Hadadda,6931.0,7569.0,107.4,106.2
kenitra,Kasbah Mehdia,6790.0,7600.0,107.4,106.2
kenitra,Ismalia,6784.0,,107.4,106.2
kenitra,Moulay Bousselham,8524.0,6178.0,107.4,106.2
kenitra,Sidi Mohamed Ben Mansour,7394.0,,107.4,106.2
kenitra,Souk Tlet El Gharb,7352.0,,107.4,106.2
kenitra,Beni Malek,6934.0,6482.0,107.4,106.2
kenitra,Kénitra,6734.0,10771.0,107.4,106.2
kenitra,Oued El Makhazine,6721.0,,107.4,106.2
kenitra,Mehdya,5737.0,8474.0,107.4,106.2
kenitra,Souk El Arbaa,5101.0,,107.4,106.2
kenitra,Moulay Bousselham,8524.0,6178.0,107.4,106.2
kenitra,Sidi Mohamed Ben Mansour,7394.0,,107.4,106.2
kenitra,Souk Tlet El Gharb,7352.0,,107.4,106.2
kenitra,Beni Malek,6934.0,6482.0,107.4,106.2
kenitra,Kénitra,6734.0,10771.0,107.4,106.2
kenitra,Oued El Makhazine,6721.0,,107.4,106.2
kenitra,Mehdya,5737.0,8474.0,107.4,106.2
kenitra,Souk El Arbaa,5101.0,,107.4,106.2
kenitra,Bir Rami Est,8418.0,6758.0,107.4,106.2
kenitra,Lotissement Nouveau,8311.0,,107.4,106.2
kenitra,Maamora,8248.0,5860.0,107.4,106.2
kenitra,Mimosa,8046.0,,107.4,106.2
kenitra,Moutanabi,8018.0,,107.4,106.2
kenitra,Ville Haute,7803.0,13437.0,107.4,106.2
kenitra,Mehdia,7237.0,7555.0,107.4,106.2
kenitra,El Hadadda,6931.0,7569.0,107.4,106.2
kenitra,Kasbah Mehdia,6790.0,7600.0,107.4,106.2
kenitra,Ismalia,6784.0,,107.4,106.2
kenitra,Bir Rami Est,8418.0,6758.0,107.4,106.2
kenitra,Lotissement Nouveau,8311.0,,107.4,106.2
kenitra,Maamora,8248.0,5860.0,107.4,106.2
kenitra,Mimosa,8046.0,,107.4,106.2
kenitra,Moutanabi,8018.0,,107.4,106.2
kenitra,Ville Haute,7803.0,13437.0,107.4,106.2
kenitra,Mehdia,7237.0,7555.0,107.4,106.2
kenitra,El Hadadda,6931.0,7569.0,107.4,106.2
kenitra,Kasbah Mehdia,6790.0,7600.0,107.4,106.2
kenitra,Ismalia,6784.0,,107.4,106.2
tetouan,Souk Kdim,11375.0,,107.4,106.2
tetouan,Mallalienne,10921.0,8485.0,107.4,106.2
tetouan,Saddina,9141.0,,107.4,106.2
tetouan,Tétouan,8389.0,10216.0,107.4,106.2
tetouan,Oued Laou,7785.0,,107.4,106.2
tetouan,Zaouiat Sidi Kacem,7474.0,,107.4,106.2
tetouan,Dar Bni Karrich,6192.0,,107.4,106.2
tetouan,Azla,5961.0,,107.4,106.2
tetouan,Sahtryine,5555.0,,107.4,106.2
tetouan,Hay Hamama,9436.0,,107.4,106.2
tetouan,Wilaya,8448.0,,107.4,106.2
tetouan,Tétouan,8212.0,,107.4,106.2
tetouan,Touilaa,8069.0,,107.4,106.2
tetouan,Mahannech,7454.0,,107.4,106.2
tetouan,Oued Martil,6808.0,,107.4,106.2
tetouan,Hay Boussafou,6346.0,,107.4,106.2
tetouan,Coelma,6244.0,10517.0,107.4,106.2
tetouan,Souani,6180.0,,107.4,106.2
tetouan,Nsasim Nakata,5550.0,,107.4,106.2
tetouan,Souk Kdim,11375.0,,107.4,106.2
tetouan,Mallalienne,10921.0,8485.0,107.4,106.2
tetouan,Saddina,9141.0,,107.4,106.2
tetouan,Tétouan,8389.0,10216.0,107.4,106.2
tetouan,Oued Laou,7785.0,,107.4,106.2
tetouan,Zaouiat Sidi Kacem,7474.0,,107.4,106.2
tetouan,Dar Bni Karrich,6192.0,,107.4,106.2
tetouan,Azla,5961.0,,107.4,106.2
tetouan,Sahtryine,5555.0,,107.4,106.2
tetouan,Hay Hamama,9436.0,,107.4,106.2
tetouan,Wilaya,8448.0,,107.4,106.2
tetouan,Tétouan,8212.0,,107.4,106.2
tetouan,Touilaa,8069.0,,107.4,106.2
tetouan,Mahannech,7454.0,,107.4,106.2
tetouan,Oued Martil,6808.0,,107.4,106.2
tetouan,Hay Boussafou,6346.0,,107.4,106.2
tetouan,Coelma,6244.0,10517.0,107.4,106.2
tetouan,Souani,6180.0,,107.4,106.2
tetouan,Nsasim Nakata,5550.0,,107.4,106.2
tetouan,Souk Kdim,11375.0,,107.4,106.2
tetouan,Mallalienne,10921.0,8485.0,107.4,106.2
tetouan,Saddina,9141.0,,107.4,106.2
tetouan,Tétouan,8389.0,10216.0,107.4,106.2
tetouan,Oued Laou,7785.0,,107.4,106.2
tetouan,Zaouiat Sidi Kacem,7474.0,,107.4,106.2
tetouan,Dar Bni Karrich,6192.0,,107.4,106.2
tetouan,Azla,5961.0,,107.4,106.2
tetouan,Sahtryine,5555.0,,107.4,106.2
tetouan,Hay Hamama,9436.0,,107.4,106.2
tetouan,Wilaya,8448.0,,107.4,106.2
tetouan,Tétouan,8212.0,,107.4,106.2
tetouan,Touilaa,8069.0,,107.4,106.2
tetouan,Mahannech,7454.0,,107.4,106.2
tetouan,Oued Martil,6808.0,,107.4,106.2
tetouan,Hay Boussafou,6346.0,,107.4,106.2
tetouan,Coelma,6244.0,10517.0,107.4,106.2
tetouan,Souani,6180.0,,107.4,106.2
tetouan,Nsasim Nakata,5550.0,,107.4,106.2
tetouan,Souk Kdim,11375.0,,107.4,106.2
tetouan,Mallalienne,10921.0,8485.0,107.4,106.2
tetouan,Saddina,9141.0,,107.4,106.2
tetouan,Tétouan,8389.0,10216.0,107.4,106.2
tetouan,Oued Laou,7785.0,,107.4,106.2
tetouan,Zaouiat Sidi Kacem,7474.0,,107.4,106.2
tetouan,Dar Bni Karrich,6192.0,,107.4,106.2
tetouan,Azla,5961.0,,107.4,106.2
tetouan,Sahtryine,5555.0,,107.4,106.2
tetouan,Souk Kdim,11375.0,,107.4,106.2
tetouan,Mallalienne,10921.0,8485.0,107.4,106.2
tetouan,Saddina,9141.0,,107.4,106.2
tetouan,Tétouan,8389.0,10216.0,107.4,106.2
tetouan,Oued Laou,7785.0,,107.4,106.2
tetouan,Zaouiat Sidi Kacem,7474.0,,107.4,106.2
tetouan,Dar Bni Karrich,6192.0,,107.4,106.2
tetouan,Azla,5961.0,,107.4,106.2
tetouan,Sahtryine,5555.0,,107.4,106.2
tetouan,Hay Hamama,9436.0,,107.4,106.2
tetouan,Wilaya,8448.0,,107.4,106.2
tetouan,Tétouan,8212.0,,107.4,106.2
tetouan,Touilaa,8069.0,,107.4,106.2
tetouan,Mahannech,7454.0,,107.4,106.2
tetouan,Oued Martil,6808.0,,107.4,106.2
tetouan,Hay Boussafou,6346.0,,107.4,106.2
tetouan,Coelma,6244.0,10517.0,107.4,106.2
tetouan,Souani,6180.0,,107.4,106.2
tetouan,Nsasim Nakata,5550.0,,107.4,106.2
tetouan,Hay Hamama,9436.0,,107.4,106.2
tetouan,Wilaya,8448.0,,107.4,106.2
tetouan,Tétouan,8212.0,,107.4,106.2
tetouan,Touilaa,8069.0,,107.4,106.2
tetouan,Mahannech,7454.0,,107.4,106.2
tetouan,Oued Martil,6808.0,,107.4,106.2
tetouan,Hay Boussafou,6346.0,,107.4,106.2
tetouan,Coelma,6244.0,10517.0,107.4,106.2
tetouan,Souani,6180.0,,107.4,106.2
tetouan,Nsasim Nakata,5550.0,,107.4,106.2
mohammedia,Casablanca,12503.0,16457.0,107.4,106.2
mohammedia,Rabat,12392.0,13065.0,107.4,106.2
mohammedia,Nouaceur,9257.0,11904.0,107.4,106.2
mohammedia,Skhirate- Témara,9003.0,10990.0,107.4,106.2
mohammedia,Marrakech,8885.0,10138.0,107.4,106.2
mohammedia,Benslimane,8537.0,10684.0,107.4,106.2
mohammedia,Salé,8209.0,10351.0,107.4,106.2
mohammedia,Tanger-Assilah,8028.0,11762.0,107.4,106.2
mohammedia,Agadir,7935.0,10092.0,107.4,106.2
mohammedia,Tétouan,7742.0,9831.0,107.4,106.2
mohammedia,Casablanca,12503.0,16457.0,107.4,106.2
mohammedia,Rabat,12392.0,13065.0,107.4,106.2
mohammedia,Nouaceur,9257.0,11904.0,107.4,106.2
mohammedia,Skhirate- Témara,9003.0,10990.0,107.4,106.2
mohammedia,Marrakech,8885.0,10138.0,107.4,106.2
mohammedia,Benslimane,8537.0,10684.0,107.4,106.2
mohammedia,Salé,8209.0,10351.0,107.4,106.2
mohammedia,Tanger-Assilah,8028.0,11762.0,107.4,106.2
mohammedia,Agadir,7935.0,10092.0,107.4,106.2
mohammedia,Tétouan,7742.0,9831.0,107.4,106.2
mohammedia,Casablanca,12503.0,16457.0,107.4,106.2
mohammedia,Rabat,12392.0,13065.0,107.4,106.2
mohammedia,Nouaceur,9257.0,11904.0,107.4,106.2
mohammedia,Skhirate- Témara,9003.0,10990.0,107.4,106.2
mohammedia,Marrakech,8885.0,10138.0,107.4,106.2
mohammedia,Benslimane,8537.0,10684.0,107.4,106.2
mohammedia,Salé,8209.0,10351.0,107.4,106.2
mohammedia,Tanger-Assilah,8028.0,11762.0,107.4,106.2
mohammedia,Agadir,7935.0,10092.0,107.4,106.2
mohammedia,Tétouan,7742.0,9831.0,107.4,106.2
mohammedia,Casablanca,12503.0,16457.0,107.4,106.2
mohammedia,Rabat,12392.0,13065.0,107.4,106.2
mohammedia,Nouaceur,9257.0,11904.0,107.4,106.2
mohammedia,Skhirate- Témara,9003.0,10990.0,107.4,106.2
mohammedia,Marrakech,8885.0,10138.0,107.4,106.2
mohammedia,Benslimane,8537.0,10684.0,107.4,106.2
mohammedia,Salé,8209.0,10351.0,107.4,106.2
mohammedia,Tanger-Assilah,8028.0,11762.0,107.4,106.2
mohammedia,Agadir,7935.0,10092.0,107.4,106.2
mohammedia,Tétouan,7742.0,9831.0,107.4,106.2
mohammedia,Casablanca,12503.0,16457.0,107.4,106.2
mohammedia,Rabat,12392.0,13065.0,107.4,106.2
mohammedia,Nouaceur,9257.0,11904.0,107.4,106.2
mohammedia,Skhirate- Témara,9003.0,10990.0,107.4,106.2
mohammedia,Marrakech,8885.0,10138.0,107.4,106.2
mohammedia,Benslimane,8537.0,10684.0,107.4,106.2
mohammedia,Salé,8209.0,10351.0,107.4,106.2
mohammedia,Tanger-Assilah,8028.0,11762.0,107.4,106.2
mohammedia,Agadir,7935.0,10092.0,107.4,106.2
mohammedia,Tétouan,7742.0,9831.0,107.4,106.2
el-jadida,Lamharza Essahel,7953.0,7775.0,107.4,106.2
el-jadida,El Jadida,7101.0,9461.0,107.4,106.2
el-jadida,Chaibate,6975.0,7424.0,107.4,106.2
el-jadida,Zaouiat Lakouacem,6377.0,,107.4,106.2
el-jadida,Lbir Jdid,6374.0,,107.4,106.2
el-jadida,Azemmour,5953.0,,107.4,106.2
el-jadida,Chtouka,5569.0,,107.4,106.2
el-jadida,My Abdellah,5370.0,6355.0,107.4,106.2
el-jadida,Dreamland Sahel,14079.0,,107.4,106.2
el-jadida,Résidence Olablanca,11227.0,,107.4,106.2
el-jadida,Al Boustane,8437.0,,107.4,106.2
el-jadida,Haouzia 1,8233.0,,107.4,106.2
el-jadida,My Abdellah,8152.0,5390.0,107.4,106.2
el-jadida,Centre Ville,8137.0,10536.0,107.4,106.2
el-jadida,Hay Riad,7583.0,,107.4,106.2
el-jadida,Derb Lahouna,7321.0,,107.4,106.2
el-jadida,Narjiss,7142.0,,107.4,106.2
el-jadida,Hay Essalam,6887.0,,107.4,106.2
el-jadida,Lamharza Essahel,7953.0,7775.0,107.4,106.2
el-jadida,El Jadida,7101.0,9461.0,107.4,106.2
el-jadida,Chaibate,6975.0,7424.0,107.4,106.2
el-jadida,Zaouiat Lakouacem,6377.0,,107.4,106.2
el-jadida,Lbir Jdid,6374.0,,107.4,106.2
el-jadida,Azemmour,5953.0,,107.4,106.2
el-jadida,Chtouka,5569.0,,107.4,106.2
el-jadida,My Abdellah,5370.0,6355.0,107.4,106.2
el-jadida,Dreamland Sahel,14079.0,,107.4,106.2
el-jadida,Résidence Olablanca,11227.0,,107.4,106.2
el-jadida,Al Boustane,8437.0,,107.4,106.2
el-jadida,Haouzia 1,8233.0,,107.4,106.2
el-jadida,My Abdellah,8152.0,5390.0,107.4,106.2
el-jadida,Centre Ville,8137.0,10536.0,107.4,106.2
el-jadida,Hay Riad,7583.0,,107.4,106.2
el-jadida,Derb Lahouna,7321.0,,107.4,106.2
el-jadida,Narjiss,7142.0,,107.4,106.2
el-jadida,Hay Essalam,6887.0,,107.4,106.2
el-jadida,Lamharza Essahel,7953.0,7775.0,107.4,106.2
el-jadida,El Jadida,7101.0,9461.0,107.4,106.2
el-jadida,Chaibate,6975.0,7424.0,107.4,106.2
el-jadida,Zaouiat Lakouacem,6377.0,,107.4,106.2
el-jadida,Lbir Jdid,6374.0,,107.4,106.2
el-jadida,Azemmour,5953.0,,107.4,106.2
el-jadida,Chtouka,5569.0,,107.4,106.2
el-jadida,My Abdellah,5370.0,6355.0,107.4,106.2
el-jadida,Dreamland Sahel,14079.0,,107.4,106.2
el-jadida,Résidence Olablanca,11227.0,,107.4,106.2
el-jadida,Al Boustane,8437.0,,107.4,106.2
el-jadida,Haouzia 1,8233.0,,107.4,106.2
el-jadida,My Abdellah,8152.0,5390.0,107.4,106.2
el-jadida,Centre Ville,8137.0,10536.0,107.4,106.2
el-jadida,Hay Riad,7583.0,,107.4,106.2
el-jadida,Derb Lahouna,7321.0,,107.4,106.2
el-jadida,Narjiss,7142.0,,107.4,106.2
el-jadida,Hay Essalam,6887.0,,107.4,106.2
el-jadida,Lamharza Essahel,7953.0,7775.0,107.4,106.2
el-jadida,El Jadida,7101.0,9461.0,107.4,106.2
el-jadida,Chaibate,6975.0,7424.0,107.4,106.2
el-jadida,Zaouiat Lakouacem,6377.0,,107.4,106.2
el-jadida,Lbir Jdid,6374.0,,107.4,106.2
el-jadida,Azemmour,5953.0,,107.4,106.2
el-jadida,Chtouka,5569.0,,107.4,106.2
el-jadida,My Abdellah,5370.0,6355.0,107.4,106.2
el-jadida,Lamharza Essahel,7953.0,7775.0,107.4,106.2
el-jadida,El Jadida,7101.0,9461.0,107.4,106.2
el-jadida,Chaibate,6975.0,7424.0,107.4,106.2
el-jadida,Zaouiat Lakouacem,6377.0,,107.4,106.2
el-jadida,Lbir Jdid,6374.0,,107.4,106.2
el-jadida,Azemmour,5953.0,,107.4,106.2
el-jadida,Chtouka,5569.0,,107.4,106.2
el-jadida,My Abdellah,5370.0,6355.0,107.4,106.2
el-jadida,Dreamland Sahel,14079.0,,107.4,106.2
el-jadida,Résidence Olablanca,11227.0,,107.4,106.2
el-jadida,Al Boustane,8437.0,,107.4,106.2
el-jadida,Haouzia 1,8233.0,,107.4,106.2
el-jadida,My Abdellah,8152.0,5390.0,107.4,106.2
el-jadida,Centre Ville,8137.0,10536.0,107.4,106.2
el-jadida,Hay Riad,7583.0,,107.4,106.2
el-jadida,Derb Lahouna,7321.0,,107.4,106.2
el-jadida,Narjiss,7142.0,,107.4,106.2
el-jadida,Hay Essalam,6887.0,,107.4,106.2
el-jadida,Dreamland Sahel,14079.0,,107.4,106.2
el-jadida,Résidence Olablanca,11227.0,,107.4,106.2
el-jadida,Al Boustane,8437.0,,107.4,106.2
el-jadida,Haouzia 1,8233.0,,107.4,106.2
el-jadida,My Abdellah,8152.0,5390.0,107.4,106.2
el-jadida,Centre Ville,8137.0,10536.0,107.4,106.2
el-jadida,Hay Riad,7583.0,,107.4,106.2
el-jadida,Derb Lahouna,7321.0,,107.4,106.2
el-jadida,Narjiss,7142.0,,107.4,106.2
el-jadida,Hay Essalam,6887.0,,107.4,106.2
sale,Bab Lamrissa,10667.0,11252.0,107.4,106.2
sale,Hssaine,10443.0,11121.0,107.4,106.2
sale,Tabriquet,9945.0,,107.4,106.2
sale,Bettana,8876.0,10460.0,107.4,106.2
sale,Shoul,7682.0,,107.4,106.2
sale,Layayda,7476.0,,107.4,106.2
sale,Ameur,6205.0,6997.0,107.4,106.2
sale,Sidi Bouknadel,5293.0,,107.4,106.2
sale,Plage des nations,16427.0,,107.4,106.2
sale,Salé El Jadiia,9345.0,11461.0,107.4,106.2
sale,Hssaine,9122.0,,107.4,106.2
sale,Al Mouahidine.,8910.0,,107.4,106.2
sale,Said hajji,8730.0,9758.0,107.4,106.2
sale,Btana,8705.0,11259.0,107.4,106.2
sale,Hay Salam,8668.0,,107.4,106.2
sale,Assonboula,8489.0,,107.4,106.2
sale,Karia,8485.0,,107.4,106.2
sale,Bab lakhmiss,8370.0,9701.0,107.4,106.2
sale,Bab Lamrissa,10667.0,11252.0,107.4,106.2
sale,Hssaine,10443.0,11121.0,107.4,106.2
sale,Tabriquet,9945.0,,107.4,106.2
sale,Bettana,8876.0,10460.0,107.4,106.2
sale,Shoul,7682.0,,107.4,106.2
sale,Layayda,7476.0,,107.4,106.2
sale,Ameur,6205.0,6997.0,107.4,106.2
sale,Sidi Bouknadel,5293.0,,107.4,106.2
sale,Plage des nations,16427.0,,107.4,106.2
sale,Salé El Jadiia,9345.0,11461.0,107.4,106.2
sale,Hssaine,9122.0,,107.4,106.2
sale,Al Mouahidine.,8910.0,,107.4,106.2
sale,Said hajji,8730.0,9758.0,107.4,106.2
sale,Btana,8705.0,11259.0,107.4,106.2
sale,Hay Salam,8668.0,,107.4,106.2
sale,Assonboula,8489.0,,107.4,106.2
sale,Karia,8485.0,,107.4,106.2
sale,Bab lakhmiss,8370.0,9701.0,107.4,106.2
sale,Bab Lamrissa,10667.0,11252.0,107.4,106.2
sale,Hssaine,10443.0,11121.0,107.4,106.2
sale,Tabriquet,9945.0,,107.4,106.2
sale,Bettana,8876.0,10460.0,107.4,106.2
sale,Shoul,7682.0,,107.4,106.2
sale,Layayda,7476.0,,107.4,106.2
sale,Ameur,6205.0,6997.0,107.4,106.2
sale,Sidi Bouknadel,5293.0,,107.4,106.2
sale,Plage des nations,16427.0,,107.4,106.2
sale,Salé El Jadiia,9345.0,11461.0,107.4,106.2
sale,Hssaine,9122.0,,107.4,106.2
sale,Al Mouahidine.,8910.0,,107.4,106.2
sale,Said hajji,8730.0,9758.0,107.4,106.2
sale,Btana,8705.0,11259.0,107.4,106.2
sale,Hay Salam,8668.0,,107.4,106.2
sale,Assonboula,8489.0,,107.4,106.2
sale,Karia,8485.0,,107.4,106.2
sale,Bab lakhmiss,8370.0,9701.0,107.4,106.2
sale,Bab Lamrissa,10667.0,11252.0,107.4,106.2
sale,Hssaine,10443.0,11121.0,107.4,106.2
sale,Tabriquet,9945.0,,107.4,106.2
sale,Bettana,8876.0,10460.0,107.4,106.2
sale,Shoul,7682.0,,107.4,106.2
sale,Layayda,7476.0,,107.4,106.2
sale,Ameur,6205.0,6997.0,107.4,106.2
sale,Sidi Bouknadel,5293.0,,107.4,106.2
sale,Bab Lamrissa,10667.0,11252.0,107.4,106.2
sale,Hssaine,10443.0,11121.0,107.4,106.2
sale,Tabriquet,9945.0,,107.4,106.2
sale,Bettana,8876.0,10460.0,107.4,106.2
sale,Shoul,7682.0,,107.4,106.2
sale,Layayda,7476.0,,107.4,106.2
sale,Ameur,6205.0,6997.0,107.4,106.2
sale,Sidi Bouknadel,5293.0,,107.4,106.2
sale,Plage des nations,16427.0,,107.4,106.2
sale,Salé El Jadiia,9345.0,11461.0,107.4,106.2
sale,Hssaine,9122.0,,107.4,106.2
sale,Al Mouahidine.,8910.0,,107.4,106.2
sale,Said hajji,8730.0,9758.0,107.4,106.2
sale,Btana,8705.0,11259.0,107.4,106.2
sale,Hay Salam,8668.0,,107.4,106.2
sale,Assonboula,8489.0,,107.4,106.2
sale,Karia,8485.0,,107.4,106.2
sale,Bab lakhmiss,8370.0,9701.0,107.4,106.2
sale,Plage des nations,16427.0,,107.4,106.2
sale,Salé El Jadiia,9345.0,11461.0,107.4,106.2
sale,Hssaine,9122.0,,107.4,106.2
sale,Al Mouahidine.,8910.0,,107.4,106.2
sale,Said hajji,8730.0,9758.0,107.4,106.2
